name,party,status,votes
NOTA,None of the Above,,2977
SATYANARAYANA GOUD KOVURI,Independent,lost,2876
RAMESH. SAJJAPUR.,Independent,lost,2479
KAMMARI ANANDEESHWAR,Independent,lost,2384
JAIPAL NAYAK JADAVATH,Independent,lost,2268
GURRAPU MACHANDER,All India Forward Bloc,lost,1769
T.D.S. MANI,Dharma Samaj Party,lost,1655
MOHD SADDAM,Independent,lost,1568
MALEPU MOHAN REDDY,Pyramid Party of India,lost,1102
ASHOK TALARI,Independent,lost,837
ROMALA BABU DURGAIAH,India Praja Bandhu Party,lost,603
RAHUL GANDHI,Indian National Congress,won,687649
DINESH PRATAP SINGH,Bharatiya Janata Party,lost,297619
THAKUR PRASAD YADAV,Bahujan Samaj Party,lost,21624
DILEEP SINGH,Akhil Bhartiya Apna Dal,lost,8678
NOTA,None of the Above,,7872
HORILAL,Independent,lost,5399
SUDARSHAN RAM,Bhartiya Panchsheel Party,lost,4345
HIND ROHITASH,Manavtawadi Samaj Party,lost,3859
MO MOBIN,Apna Dal (Kamerawadi),lost,2174
G. KUMAR NAIK.,Indian National Congress,won,670966
RAJA AMARESHWARA NAIK.,Bharatiya Janata Party,lost,591185
NOTA,None of the Above,,9850
S. NARASANNA GOUDA NAYAKA,Bahujan Samaj Party,lost,9289
BASAVA PRABHU. MEDA,Karnataka Rashtra Samithi,lost,5181
AMARESH,Independent,lost,4465
YALLAMMA DALAPATHI,Independent,lost,3634
MEDHAR SHAMRAO,Bhartiya Jan Samrat Party,lost,2640
RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST),lost,2409
TATKARE SUNIL DATTATREY,Nationalist Congress Party,won,508352
ANANT GEETE,Shiv Sena (Uddhav Balasaheb Thackrey),lost,425568
NOTA,None of the Above,,27270
KUMUDINI RAVINDRA CHAVAN,Vanchit Bahujan  Aaghadi,lost,19618
SHRINIVAS SATYANARAYAN MATTAPARTI,Independent,lost,9394
AMIT SHRIPAL KAWADE,Independent,lost,5634
ANANT BALOJI GITE,Independent,lost,3515
NITIN JAGANNATH MAYEKAR,Independent,lost,2560
CHAULE PANDURANG DAMODAR,Independent,lost,2417
ANANT PADMA GITE,Independent,lost,2040
COL PRAKASHRAO CHAVAN,Bharatheeya Jawan Kisan Party,lost,1939
KOLI MANGESH PADMAKAR,Independent,lost,1820
ADV AJAY UPADHYE,Independent,lost,1795
ANJANI ASHWIN KELKAR,Independent,lost,1350
KARTICK CHANDRA PAUL,Bharatiya Janata Party,won,560897
KALYANI KRISHNA,All India Trinamool Congress,lost,492700
ALI IMRAN RAMZ,Indian National Congress,lost,263273
DWARIK NATH BARMAN,Independent,lost,8264
MD NAZIR AKHTAR,Independent,lost,6005
KALIDASH MURMU,Independent,lost,5868
SWAPAN KUMAR DAS,Bahujan Samaj Party,lost,4117
RUPAK ROY,Independent,lost,3358
FAKIRA MD,Independent,lost,3355
DURGA MURMU,Ambedkarite Party of India,lost,3334
PALASH CHANDRA MAHATO,Independent,lost,3114
ALI IMRAN,Independent,lost,1946
NOTA,None of the Above,,1940
MD ABRAHIM HOQUE,Independent,lost,1763
SHAHIDUR RAHMAN,North Bengal People’s Party,lost,1462
SHARANYA DUTTA,Independent,lost,1330
SANATAN DUTTA,Socialist Unity Centre Of India (COMMUNIST),lost,1271
TAPAN BARMAN,Jai Prakash Janata Dal,lost,1251
ANWARUL HOQUE,Independent,lost,1190
RAMESH CHANDRA SINHA,Bhumiputra United Party,lost,1051
AL MONOWARA BEGAM,India Manus Party,lost,982
DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,won,726515
DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,lost,487376
GIDUGU RUDRARAJU,Indian National Congress,lost,32508
NOTA,None of the Above,,24435
GANESWARA RAO PARAMATA,Bahujan Samaj Party,lost,20409
BATTULA BALARAMAKRISHNA,Navarang Congress Party,lost,17008
SALOPANTULA RAGHAVENDRA RAO,Independent,lost,3278
DR. MEDISI RATNARAO ALIAS VINAY,Independent,lost,3115
MOHANARAO SINGULURI,Jai Bharat National Party,lost,2833
MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular),lost,2429
BOMMANABOINA VSR MURTHY,Independent,lost,2179
BHANU CHANDAR KURUVELLA,Independent,lost,1958
JALLI BALA NAVEENA,Independent,lost,1254
P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,won,644844
NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,lost,568773
SHAIK BASHEED,Indian National Congress,lost,53300
ABBAVARAM UGENDRA,Bahujan Samaj Party,lost,12363
NOTA,None of the Above,,11400
POOLA REDDY SEKHAR,Independent,lost,6100
NAGARAJU JETTI,Independent,lost,5999
PRADEEP PENAMADU,All India Forward Bloc,lost,5672
CHOUDVARAM SUBBANARASAIAH,Independent,lost,4735
PULI SREENIVASULU,Independent,lost,4616
SREENIVASULU MARRIPATI,Independent,lost,4443
AKBAR M BASHA,Anna YSR Congress Party,lost,2411
SANGARAJU NAGESWARA RAJU,Independent,lost,1535
MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,lost,1415
BATTHALA RAMANAIAH,Jai Bharat National Party,lost,1366
DODDAPANENI RAJA NAIDU,Independent,lost,1318
MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,lost,1071
KASTURI OBAIAH NAIDU,Independent,lost,887
ASADI VENKATADRI,Independent,lost,691
PARSHOTTAMBHAI RUPALA,Bharatiya Janata Party,won,857984
DHANANI PARESH,Indian National Congress,lost,373724
NOTA,None of the Above,,15922
CHAMANBHAI NAGJIBHAI SAVSANI,Bahujan Samaj Party,lost,10465
AJAGIYA NIRALBHAI AMRUTLAL,Independent,lost,3680
BHAVESHBHAI KANTILAL PIPALIYA,Independent,lost,2856
BHAVESH UPENDRABHAI ACHARYA,Independent,lost,2840
PRAKASH GOVINDBHAI SINDHAV,Independent,lost,2389
ZALA NAYAN J.,Independent,lost,2350
JIGNESHBHAI MAHAJAN,Independent,lost,1332
VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,won,613371
TALA MARANDI,Bharatiya Janata Party,lost,435107
LOBIN HEMBRAM,Independent,lost,42140
GOPIN SOREN,Communist Party of India  (Marxist),lost,37291
NOTA,None of the Above,,18217
MAHESH PAHARIYA,Independent,lost,14978
AJIT MARANDI,Rashtriya Jansambhavna Party,lost,11251
SEBASTION HEMBROM,Independent,lost,9493
MARIYAM MARANDI,Bahujan Samaj Party,lost,8259
PAUL SOREN,All India Majlis-E-Ittehadul Muslimeen,lost,7902
DIPA TUDU,Independent,lost,6856
KHALIFA KISKU,Peoples Party of India (Democratic),lost,4107
VINOD KUMAR MANDAL,Lokhit Adhikar Party,lost,3809
MUNSHI KISKU,Navyug Pragatisheel Morcha,lost,2779
LILI HANSDA,Samata Party,lost,2689
MAHIMA KUMARI MEWAR,Bharatiya Janata Party,won,781203
DR. DAMODAR GURJAR,Indian National Congress,lost,388980
NOTA,None of the Above,,12411
RAMAKISHAN BHADU,Bahujan Samaj Party,lost,9135
NEERU RAM KAPRI,Independent,lost,7831
DHARAM SINGH RAWAT,Independent,lost,4053
NARAYAN SONI,Independent,lost,3374
GHANSHYAM SINGH,Bhartiya Jan Adhikar Party,lost,1940
JITENDRA KUMAR KHATIK,Independent,lost,1815
DR. ARPIT CHHAJER,Independent,lost,1244
PRAMOD KUMAR VERMA,Bheem Tribal Congress,lost,1144
NAVASKANI K,Indian Union Muslim League,won,509664
PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent,lost,342882
JEYAPERUMAL P,All India Anna Dravida Munnetra Kazhagam,lost,99780
DR CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi,lost,97672
MUVITH KUMAR N,Independent,lost,7919
SENTHILMALLAR K,Independent,lost,6827
SIVASHANKAR N,Independent,lost,6593
NOTA,None of the Above,,6295
KANNADHASAN R,Independent,lost,3502
PANNEERSELVAM O S/O OCHAPPAN,Independent,lost,2981
SELVARAJ G,Puthiya Makkal Tamil Desam Katchi,lost,2957
PANCHAVARNAM V,Independent,lost,2572
PARIRAJAN C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,lost,2497
PANNIR SELVAM M  S/O MALAIYANDI,Independent,lost,2402
NAWASKHAN,Independent,lost,2323
SIVANANDAM N,Bahujan Samaj Party,lost,2014
PANNEERSELVAM O  S/O  OYYADEVAR,Independent,lost,1929
ABUBAKKAR SITHICK J,Desiya Makkal Sakthi Katchi,lost,1518
MANIVASAGAM S,Bahujan Dravida Party,lost,1403
PANNEERSELVAM O S/O  OYYARAM,Independent,lost,1376
SALEEM,Independent,lost,974
SASIKANI K,Independent,lost,899
SATHURAGIRI K,Independent,lost,827
SIKKANDAR B,Independent,lost,823
VIGNESH V,Independent,lost,652
PANNERSELVAM O  S/O  OCHATTHEVAR,Independent,lost,572
MOHIBBULLAH,Samajwadi Party,won,481503
GHANSHYAM SINGH LODHI,Bharatiya Janata Party,lost,394069
ZEESHAN KHAN,Bahujan Samaj Party,lost,79692
NOTA,None of the Above,,5653
ARSHAD WARSI,Minorities Democratic Party,lost,2927
MEHMOOD PRACHA,Independent,lost,2759
SHIV PRASAD,Independent,lost,1476
Shyamkumar (Babalu) Daulat Barve,Indian National Congress,won,613025
RAJU DEONATH PARVE,Shiv Sena,lost,536257
SANDIP SAHADEO MESHRAM,Bahujan Samaj Party,lost,26098
KISHORE  UTTAMRAO GAJBHIYE,Independent,lost,24383
NOTA,None of the Above,,7827
AJAY BAKARAM CHAVAN,Independent,lost,6026
SANVIDHAN G LOKHANDE,Baliraja Party,lost,5814
ROSHANI ATUL GAJBHIYE,Gondvana Gantantra Party,lost,5137
GOWARDHAN DEORAO KUMBHARE,Viro Ke Vir Indian Party,lost,3766
ARVIND SHIVAJI TANDEKAR,Independent,lost,3215
SANJAY VASANTRAO BORKAR,Maharashtra Vikas Aghadi,lost,1992
SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan  Aaghadi,lost,1884
ADV BHIMRAO SHENDE,Bahujan Republican  Socialist Party,lost,1818
GAIKWAD MANJUSHA SACHIN,Akhil Bhartiya Parivar Party,lost,1773
ASHISH BHAURAO SARODE,Bhim Sena,lost,1620
PRAMOD SHRIPAT KHOBRAGADE,Ambedkarite Party of India,lost,1340
UMESH RAJU  KHADSE,Rashtra Samarpan Party,lost,1229
SIDDHARTH GADIJI PATIL,Peoples Party of India (Democratic),lost,977
PREMKUMAR DASHRATH GAJBHARE,Independent,lost,925
RIDDHESHWAR ANANDRAO BELEY,Republican Party of India (A),lost,913
BHOJRAJ TUKARAM SARODE,Jay Vidarbha Party,lost,888
VILAS SHRIPAT KHADSE,Independent,lost,860
SUBHASH LOKHANDE,Independent,lost,850
KARTIK GENDLALJI DOKE,Independent,lost,847
ADV ULHAS SHALIKRAM DUPARE,Independent,lost,781
LAROKAR SURESH PUNDLIK,Independent,lost,698
SUNIL UTTAMRAO SALVE,Independent,lost,651
GOWARDHAN NAMDEO SOMDEVE,Independent,lost,511
VILAS GANESH ZODAPE,Independent,lost,407
JAGANNATH SARKAR,Bharatiya Janata Party,won,782396
MUKUT MANI ADHIKARI,All India Trinamool Congress,lost,595497
ALAKESH DAS,Communist Party of India  (Marxist),lost,123810
NOTA,None of the Above,,9893
BIPLAB BISWAS,Bahujan Samaj Party,lost,9392
PARESH HALDAR,Socialist Unity Centre Of India (COMMUNIST),lost,8239
JAGANNATH SARKAR,Independent,lost,5861
SHYAMAL KUMAR MALLICK,Independent,lost,5544
SANJAY SETH,Bharatiya Janata Party,won,664732
YASHASWINI SAHAY,Indian National Congress,lost,544220
DEVENDRA NATH MAHTO,Independent,lost,132647
SOMA SINGH,Jai Maha Bharath Party,lost,10341
NOTA,None of the Above,,8153
NIPU SINGH,Rashtriya Jansangharsh Swaraj Party,lost,7803
DHANANJAY BHAGAT “GANDHI“,Mera Adhikaar Rashtriya Dal,lost,6799
SHYAM  BIHARI PRAJAPATI,Bhagidari Party(P),lost,6530
MANOJ KUMAR,Bahujan Samaj Party,lost,6427
RAMHARI GOPE,Ambedkarite Party of India,lost,6309
ANJANI PANDEY,Independent,lost,5397
SARWESHWARI SAHU,Ekam Sanatan Bharat Dal,lost,4802
HARINATH SAHU,Lokhit Adhikar Party,lost,4136
HEMNTI DEVI,Samata Party,lost,4080
RANJANA GIRI,Republican Party of India (A),lost,3208
BIRENDRA NATH MANJHI,Abua Jharkhand Party,lost,3155
DHARMENDRA TIWARY,Bhartiya Jantantra Morcha,lost,3094
PRAWEEN KACHHAP,Sampoorna Bharat Kranti Party,lost,2944
PRABEEN CHANDRA MAHATO,Independent,lost,2859
SANTOSH KUMAR JAISWAL,Independent,lost,2787
PANKAJ KUMAR RAVI,Peoples Party of India (Democratic),lost,2763
BINOD ORAON,Bahujan Mukti Party,lost,2589
MANORANJAN BHATTACHARYA,Independent,lost,2539
AINUL ANSARI,Independent,lost,2537
MINTU PASWAN,Socialist Unity Centre Of India (COMMUNIST),lost,2164
KOLESHWAR MAHTO,Independent,lost,1708
KAMESHWAR PRASAD SAW,Independent,lost,1646
ARSHAD AYUB,Independent,lost,1412
ANITA NAGARSINGH CHOUHAN,Bharatiya Janata Party,won,795863
KANTILAL BHURIA,Indian National Congress,lost,588631
ENGINEER BALUSINGH GAMAD,Bharat Adivasi Party,lost,52759
NOTA,None of the Above,,31735
RAMCHANDRA SOLANKI,Bahujan Samaj Party,lost,15172
SURAJ BHABHAR,Independent,lost,10062
RANGLA KALESH,Independent,lost,7335
KASNA RANA PARGI,Independent,lost,7316
SUMITRA MEDA,Independent,lost,6930
RAMESHWAR SINGAR,Independent,lost,4607
MOHANSINGH NINGWAL,Bhartiya Samajik Party,lost,4507
SHEETAL BARELA,Akhand Bharat Samrajya Party,lost,3930
UDESINGH MACHAR,Republican Party of India (A),lost,3796
NARAYAN TATU RANE,Bharatiya Janata Party,won,448514
VINAYAK BHAURAO RAUT,Shiv Sena (Uddhav Balasaheb Thackrey),lost,400656
VINAYAK LAVU RAUT,Independent,lost,15826
NOTA,None of the Above,,11643
MARUTI RAMACHANDRA JOSHI,Vanchit Bahujan  Aaghadi,lost,10039
AAYARE RAJENDRA LAHU,Bahujan Samaj Party,lost,7856
SHAKIL SAWANT,Independent,lost,6395
TAMBADE AMRUT ANANT (RAJAPURKAR),Independent,lost,5582
ASHOK GANGARAM PAWAR,Bahujan Mukti Party,lost,5280
SURESH GOVINDRAO SHINDE,Sainik Samaj Party,lost,2247
KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,won,630879
SHRIRAM DAYARAM PATIL,Nationalist Congress Party – Sharadchandra Pawar,lost,358696
ER. SANJAY PANDIT BRAMHANE,Vanchit Bahujan  Aaghadi,lost,59120
EKNATH NAGO SALUNKE,Independent,lost,43982
GULAB DAYARAM BHIL,Bharat Adivasi Party,lost,9644
MAMTA ALIAS MUMTAJ BHIKARI TADVI,Independent,lost,7884
VIJAY RAMKRUSHNA KALE,Bahujan Samaj Party,lost,7577
VASANT SHANKAR KOLTE,Independent,lost,6718
PRAVIN LAXMAN PATIL,Independent,lost,6092
YUVRAJ DEVSING BARELA,Independent,lost,5135
ASHOK BABURAO JADHAV,Peoples Party of India (Democratic),lost,4690
SHRIRAM SITARAM PATIL,Independent,lost,4269
NOTA,None of the Above,,4100
JITENDRA PANDURANG PATIL,Independent,lost,3587
SANJAY PRALHAD KANDELKAR,Independent,lost,2961
SAGAR PRABHAKAR PATIL,Independent,lost,2935
SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social),lost,2282
ANIL PITAMBAR WAGH (SIR),Independent,lost,2278
PROF. DR. ASHISH SUBHASH JADHAV,Independent,lost,1927
BHIVRAJ RAMDAS RAYSINGE,Independent,lost,1809
KOMALBAI BAPURAO PATIL,Independent,lost,1429
SHAIKH AABID SHAIKH BASHIR,Independent,lost,1040
AMIT HARIBHAU KOLTE,Independent,lost,981
DR. YOGENDRA VITTHAL KOLTE,Independent,lost,902
SHRIRAM OMKAR PATIL,Independent,lost,749
JANARDAN MISHRA,Bharatiya Janata Party,won,477459
NEELAM ABHAY MISHRA,Indian National Congress,lost,284085
ADV. ABHISHEK MASTER BUDDHSEN PATEL,Bahujan Samaj Party,lost,117221
NOTA,None of the Above,,6936
DAYASHANKAR PANDEY,Independent,lost,4610
ROSHAN LAL KOL,Independent,lost,4122
ER. DEVENDRA SINGH,Sapaks Party,lost,4076
ER. RAM KUMAR SONI,Independent,lost,3873
RAM GOPAL SINGH,Peoples Party of India (Democratic),lost,3509
PRASSAN JEET SINGH,Independent,lost,3313
JANARDAN MISHRA,Independent,lost,2295
RANJAN GUPTA,Rashtravadi Bharat Party,lost,2160
VIPIN SINGH PATEL,Rashtriya Hind Ekta Dal,lost,1806
ARUNENDRA NARAYAN PANDEY,Independent,lost,1551
ARUN TIWARI 'MINTU',Independent,lost,1113
CHHOTELAL,Samajwadi Party,won,465848
RINKI SINGH,Apna Dal (Soneylal),lost,336614
DHANESHWAR,Bahujan Samaj Party,lost,118778
ASHOK KUMAR KANNAUJIYA,Communist Party of India,lost,23852
NOTA,None of the Above,,19032
SUBHAGI,Janhit Sankalp Party,lost,8194
ARVIND KUMAR BHARTI,Rashtriya Samanta Dal,lost,7592
SUKALU,Independent,lost,6712
SHIVPUJAN,Rashtriya Samaj Paksha,lost,6444
SONU NIGAM,Independent,lost,6144
CHANDRIKA PRASAD,Janta Kranti Party (Rashtravadi),lost,3741
PRABHUDAYAL,Rashtriya Samaj Dal (R),lost,3471
RAM SHIROMANI,Sardar Patel Siddhant Party,lost,3123
DEEPENDER SINGH HOODA,Indian National Congress,won,783578
DR. ARVIND KUMAR SHARMA,Bharatiya Janata Party,lost,438280
RAVINDER,Jannayak Janta Party,lost,6250
RAKESH SINGH,Rashtrawadi Janlok Party (Satya),lost,2714
BISHAMBAR KUMAR,Independent,lost,2394
NOTA,None of the Above,,2362
KALAWATI,Independent,lost,2150
PARVEEN KUMAR,Independent,lost,1928
UDEVIR,Independent,lost,1532
VINOD KUMAR,Peoples Party of India (Democratic),lost,809
ASHOK KUMAR,Independent,lost,629
VISHESH BAMEL,Bharatiya Asha Party,lost,618
JAIKARAN MANDAUTHI,Socialist Unity Centre Of India (COMMUNIST),lost,607
JAGBIR SINGH,Bharatheeya Jawan Kisan Party,lost,593
SATISH KUMAR,Independent,lost,524
SURENDER,Aam Aadmi Parivartan Party,lost,470
MANISHA,Independent,lost,431
ARVIND KUMAR SHARMA,Independent,lost,367
SATISH KUMAR,Ekam Sanatan Bharat Dal,lost,363
ARVIND,Independent,lost,330
ADVOCATE ADITYA DHANKHAR,Super Power India Party,lost,287
MASTER RANDHIR SINGH,Independent,lost,269
MANJEET,Independent,lost,269
SANJAY,Independent,lost,212
YOGESH SHARMA,Independent,lost,190
VINAY,Independent,lost,159
LALIT KUMAR,Independent,lost,131
SHOBHANABEN MAHENDRASINH BARAIYA,Bharatiya Janata Party,won,677318
CHAUDHARI TUSHAR AMARSINH,Indian National Congress,lost,521636
NOTA,None of the Above,,21076
PARMAR RAMESHCHANDRA NANJIBHAI,Bahujan Samaj Party,lost,9967
SOLANKI CHHAGANBHAI KEVLABHAI,Independent,lost,7551
VIJAYSINH NAVALSINH CHAUHAN,Independent,lost,6721
BHAVNABA NARENDRASINH PARMAR,Independent,lost,5459
ANILKUMAR NIRANJANKUMAR MUNDADA,Log Party,lost,5247
MUSTAKBHAI JAMALBHAI SANGHANI,Independent,lost,3203
KATARA VARUNKUMAR KALYANSINH,Gunj Satya Ni Janata Party,lost,2773
RAKESHSINH MAHOBATSINH ZALA,Bhartiya Jan Parishad,lost,1951
PANDOR KAUSHIKKUMAR SHANKARBHAI,Independent,lost,1827
ASHOK L VAGHELA,Independent,lost,1688
KANUBHAI KHIMJIBHAI GADHAVI,Independent,lost,1505
THAKOR INDIRABEN JITENDRASINH,Insaniyat Party,lost,1436
DR. LATA WANKHEDE,Bharatiya Janata Party,won,787979
CHANDRA BHUSAN SINGH BUNDELA 'GUDDU RAJA',Indian National Congress,lost,316757
BHAGWATI PRASAD JATAV,Bahujan Samaj Party,lost,16636
NOTA,None of the Above,,7657
BHEEKAM SINGH KUSHWAHA,Mahanwadi Party,lost,5784
RAM BHJAN BANSAL,Samata Party,lost,3153
MOHAMAD AARIF MAKRANI,Independent,lost,2888
SANGRAM SINGH YADAV,Independent,lost,2824
DHARMENDRA BANPURIYA,Independent,lost,1624
TOSHMANI PANTHI (KANNA),Independent,lost,1299
SURESH BANSAL,Bhartiya Shakti Chetna Party,lost,1151
LAXMI KUSHWAHA,Pichhara Samaj Party United,lost,952
DR. RAMAVATAR SHARMA,Socialist Unity Centre Of India (COMMUNIST),lost,928
AHIRWAR RAJKUMAR THEKEDAAR,Independent,lost,917
IMRAN MASOOD,Indian National Congress,won,547967
RAGHAV LAKHANPAL,Bharatiya Janata Party,lost,483425
MAJID ALI,Bahujan Samaj Party,lost,180353
MOHD INAM,Akhil Bhartiya Parivar Party,lost,5400
NOTA,None of the Above,,4566
SHABNAM,Independent,lost,2373
SHAHBAJ,Independent,lost,1698
RASHID KHAN,Independent,lost,1230
TASMEEM BANO,Independent,lost,885
RAJKUMAR,Independent,lost,813
KAMRAN,Independent,lost,745
SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,won,566085
VIGNESH P,All India Anna Dravida Munnetra Kazhagam,lost,495728
ANNADURAI N,Pattali Makkal Katchi,lost,127139
DR MANOJKUMAR G,Naam Tamilar Katchi,lost,76207
NOTA,None of the Above,,14894
BHALAJI M,Independent,lost,3441
MURALI S,Bahujan Samaj Party,lost,3372
PALANIVEL K,Independent,lost,2856
JEGANNATHAN A,Independent,lost,2411
RAJA S,Independent,lost,1456
MUTHUSAMY S,Independent,lost,1197
ER PRABAKARAN S,Independent,lost,1155
SHANMUGAM G,Independent,lost,1147
SANTHALINGAM C,Independent,lost,1098
SUTHARSANAM S,Aravor Munnetra Kazhagam,lost,1036
AMBEDKAR C,Ambedkarite Party of India,lost,961
RAMACHANDRAN C,Dhesiya Makkal Kazhagam,lost,758
GOVINDHAN A,Independent,lost,693
MANICKAM R,Ulzaipali Makkal Katchy,lost,537
AHAMED SHAHJAHAN M,Independent,lost,466
INTHRAJITHKUPTHA G,Independent,lost,432
RAMASUNDARAM D,Independent,lost,422
KARUNAKARAN M,Independent,lost,377
RAJA A,Independent,lost,332
VIGNESH M,Independent,lost,328
JOTHILINGAM M,Independent,lost,316
RAMASHANKAR RAJBHAR,Samajwadi Party,won,405472
RAVINDAR KUSHAWAHA,Bharatiya Janata Party,lost,401899
BHIM RAJBHAR,Bahujan Samaj Party,lost,80599
JAIBAHADUR ALIAS JAIBAHADUR CHAUHAN,Janta Kranti Party (Rashtravadi),lost,8263
NOTA,None of the Above,,7549
SHREENARAYAN MISHRA,Akhil Bhartiya Sarvjan Hit Party,lost,3892
SADDAM HUSSAIN,Independent,lost,3215
SHRIKRISHNA,Independent,lost,2532
AMRESH THAKUR,Independent,lost,2156
SURYA PRAKASH GAUTAM,Sardar Patel Siddhant Party,lost,1785
SHAMBHAVI,Lok Janshakti Party(Ram Vilas),won,579786
SUNNY HAZARI,Indian National Congress,lost,392535
NOTA,None of the Above,,32668
SHASHI BHUSHAN DAS,Independent,lost,25957
RAVI RAUSHAN KUMAR,Independent,lost,16155
RAM LAKHAN  MAHTO,Bahujan Samaj Party,lost,12732
PINKU PASWAN,Rashtriya Jansambhavna Party,lost,12437
MUKESH CHAUPAL,Independent,lost,5579
JIBACHH KUMAR HAJARI,Independent,lost,4694
RATAN BIHARI,Desh Janhit Party,lost,3419
VIDYA NAND RAM,Wazib Adhikar Party,lost,3112
AMRITA KUMARI,Independent,lost,2852
LAL BABU MAHTO,Sathi Aur Aapka Faisala Party,lost,2666
DHARMENDRA PRADHAN,Bharatiya Janata Party,won,592162
PRANAB PRAKASH DAS,Biju Janata Dal,lost,472326
NAGENDRA KUMAR PRADHAN,Indian National Congress,lost,89113
NOTA,None of the Above,,12483
SADANAND RANBIDA,Bahujan Samaj Party,lost,4795
SRIRAM PANDEY,Independent,lost,4702
SHUSHIL KUMAR BABU,Independent,lost,4303
GNYANENDRA BEHERA,Independent,lost,3334
NABAKISHORE PRADHAN,Socialist Unity Centre Of India (COMMUNIST),lost,3157
ATMA RAM SUPKAR,Independent,lost,2059
PURUSHOTTAM PATRA,Kosal Janata Dal,lost,1735
RAKESH BAG,Bharatiya Nyay-Adhikar Raksha Party,lost,1708
SUBASH MOHAPATRA,National Jan Dal,lost,1693
LAXMAN KUMAR BHOI,Paschimanchal Vikas Party,lost,1682
KHAGESWAR BEHERA,Rashtriya Manav Party,lost,1495
ZIA UR REHMAN,Samajwadi Party,won,571161
PARMESHWAR LAL SAINI,Bharatiya Janata Party,lost,449667
CHAUDHARY SAULAT ALI,Bahujan Samaj Party,lost,152460
NOTA,None of the Above,,7217
WASEEM SO MOH SHAMIM,Independent,lost,3864
MOHD WASEEM SO MOHD FAREED,Independent,lost,2077
JAYGAMUL ISLAM,Janta Shashan Party,lost,1942
ANUJ VARSHNEY,Independent,lost,1677
MAHANDRA SINGH,Independent,lost,1294
SANTOSH,Kisan Kranti Dal,lost,1204
DR RASHID,Peace Party,lost,1060
TAUFIK AHAMAD,Independent,lost,723
PAVAN KUMAR,Log Party,lost,637
VISHAL (DADA) PRAKASHBAPU PATIL,Independent,won,571666
SANJAY (KAKA) PATIL,Bharatiya Janata Party,lost,471613
CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),lost,60860
ALLAUDDIN HAYATCHAND KAZI,Independent,lost,9282
